"Min,Max,Modal Price from Maharashtra,Sholapur[Jowar(Sorghum)],Akluj from 01-Jan-2010To24-Oct-2020 (Total-257) (Total-257)",,,,,,,,,
Sl no.,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
19,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1650,1650,1650,28-Nov-17
20,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,2000,2350,2100,22-Nov-17
21,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,2011,2011,2011,20-Oct-17
22,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1850,2001,1950,12-Oct-17
23,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1800,1800,1800,11-Oct-17
24,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1700,1700,1700,9-Oct-17
25,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1700,1700,1700,3-Oct-17
26,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,2000,2900,2900,9-Sep-17
27,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1500,1500,1500,8-Sep-17
28,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1211,1800,1400,29-Aug-17
29,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1701,1701,1701,8-Aug-17
30,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1500,1500,1500,1-Aug-17
31,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1402,1560,1560,18-Jul-17
32,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1701,2000,1705,6-Jul-17
33,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1401,1401,1401,30-Jun-17
34,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1500,1600,1600,11-May-17
35,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1952,2250,2100,26-Apr-17
36,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1500,1500,1500,19-Apr-17
37,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1800,2300,1850,6-Apr-17
38,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1665,2650,1901,8-Mar-17
39,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1400,1400,1400,7-Mar-17
40,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,2700,2700,2700,27-Jan-17
41,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,2700,2700,2700,20-Jan-17
42,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,2700,2700,2700,13-Jan-17
43,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,2700,2700,2700,14-Dec-16
44,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1802,1812,1812,17-May-16
45,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,2002,2002,2002,7-May-16
46,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1601,1601,1601,4-Feb-16
47,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1700,1700,1700,9-Dec-15
48,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,2005,2005,2005,16-Sep-15
49,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1601,1601,1601,28-Jul-15
50,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1600,1600,1600,29-May-15
51,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1600,1600,1600,28-May-15
52,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1601,1601,1601,14-May-15
53,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1751,1751,1751,23-Apr-15
54,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1751,1751,1751,16-Apr-15
55,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1625,1625,1625,18-Mar-15
56,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,2211,2211,2211,13-Mar-15
57,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1700,1700,1700,20-Nov-14
58,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,2552,2552,2552,5-Nov-14
59,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,2000,2500,2100,3-Sep-14
60,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1520,2125,1600,27-Aug-14
61,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1535,2500,2500,23-Aug-14
62,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,2011,2011,2011,19-Aug-14
63,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,2011,2011,2011,13-Aug-14
64,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1521,2751,2511,12-Aug-14
65,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1525,2011,1801,6-Aug-14
66,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,2300,2451,2351,1-Aug-14
67,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1520,2062,2062,31-Jul-14
68,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,2311,2625,2500,25-Jul-14
69,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,2000,2000,2000,21-Jul-14
70,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1650,2511,2115,18-Jul-14
71,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,2375,2375,2375,15-Jul-14
72,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1530,2011,1825,8-Jul-14
73,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1600,2000,1900,3-Jul-14
74,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1600,2000,1900,1-Jul-14
75,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1575,2222,2000,27-Jun-14
76,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,2000,2100,2100,24-Jun-14
77,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1700,2100,2000,20-Jun-14
78,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1520,2200,2000,17-Jun-14
79,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1600,1600,1600,13-May-14
80,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1631,1651,1651,4-Mar-14
81,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1900,1901,1900,7-Feb-14
82,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1611,1611,1611,4-Feb-14
83,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1551,1601,1601,9-Dec-13
84,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1311,1400,1362,9-Jul-13
85,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1320,1320,1320,2-Jul-13
86,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1181,1801,1311,25-Jun-13
87,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1585,1585,1585,21-Jun-13
88,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1171,1431,1250,20-Jun-13
89,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1251,1565,1461,18-Jun-13
90,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1271,1425,1400,11-Jun-13
91,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1171,1275,1275,6-Jun-13
92,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1300,1575,1500,4-Jun-13
93,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1151,1515,1480,21-May-13
94,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1100,1200,1147,15-May-13
95,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1151,1700,1501,14-May-13
96,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1150,1200,1178,11-May-13
97,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1500,1500,1500,10-May-13
98,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1103,1201,1146,8-May-13
99,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1050,1630,1563,7-May-13
100,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,951,1251,1251,3-May-13
101,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1100,1326,1230,30-Apr-13
102,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1101,1411,1411,26-Apr-13
103,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1105,1880,1750,16-Apr-13
104,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1100,1201,1201,9-Apr-13
105,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1800,1800,1800,21-Mar-13
106,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1500,1800,1800,19-Mar-13
107,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1151,1951,1751,15-Mar-13
108,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1611,1801,1611,14-Mar-13
109,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1500,1551,1551,12-Mar-13
110,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1441,1451,1451,7-Mar-13
111,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1361,1361,1361,5-Mar-13
112,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1700,1700,1700,1-Mar-13
113,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1100,1100,1100,27-Feb-13
114,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,901,1350,1200,22-Feb-13
115,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1200,1400,1350,20-Feb-13
116,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1251,1400,1251,18-Feb-13
117,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1325,1800,1450,12-Feb-13
118,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1211,1700,1500,5-Feb-13
119,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1300,1600,1301,29-Jan-13
120,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1401,1612,1612,25-Jan-13
121,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1301,1640,1400,22-Jan-13
122,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1051,1051,1051,17-Jan-13
123,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1601,1771,1771,15-Jan-13
124,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1500,1871,1780,8-Jan-13
125,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1100,1700,1700,4-Jan-13
126,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1200,1500,1500,1-Jan-13
127,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1756,1811,1811,18-Dec-12
128,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1390,1800,1651,13-Dec-12
129,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1701,1701,1701,11-Dec-12
130,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1500,1800,1800,7-Dec-12
131,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1251,1652,1531,4-Dec-12
132,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1575,1601,1601,30-Oct-12
133,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1021,1225,1220,23-Oct-12
134,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1580,1760,1600,18-Oct-12
135,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1451,1951,1651,9-Oct-12
136,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1400,1425,1400,4-Oct-12
137,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1751,1751,1751,28-Sep-12
138,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1451,2100,1535,11-Sep-12
139,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1550,2021,1611,4-Sep-12
140,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1900,2100,2000,28-Aug-12
141,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1297,1900,1502,21-Aug-12
142,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1880,1880,1880,7-Aug-12
143,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1925,2300,2300,24-Jul-12
144,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1451,1451,1451,18-Jul-12
145,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1900,1900,1900,10-Jul-12
146,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1800,1800,1800,5-Jul-12
147,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1001,1800,1251,3-Jul-12
148,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1500,2200,2200,26-Jun-12
149,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1371,1371,1371,22-Jun-12
150,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1371,1371,1371,12-Jun-12
151,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1650,1800,1725,5-Jun-12
152,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,2060,2060,2060,29-May-12
153,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1351,1600,1600,15-May-12
154,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,2225,2525,2525,20-Apr-12
155,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1551,2200,1826,17-Apr-12
156,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1600,2861,2500,10-Apr-12
157,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,2040,2100,2100,3-Apr-12
158,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,2200,2831,2350,27-Mar-12
159,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,2351,2811,2811,23-Mar-12
160,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1825,2200,1825,6-Mar-12
161,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,2051,2700,2500,21-Feb-12
162,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1800,3000,1800,14-Feb-12
163,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,2401,2901,2700,31-Jan-12
164,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1950,2300,2300,19-Jan-12
165,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,2251,2500,2500,27-Dec-11
166,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,2050,2050,2050,13-Dec-11
167,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1600,1600,1600,29-Nov-11
168,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,2000,2000,2000,17-Nov-11
169,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1900,2251,2051,8-Nov-11
170,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,2100,2551,2551,18-Oct-11
171,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,2201,2511,2201,7-Oct-11
172,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1851,2775,2600,4-Oct-11
173,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1500,2561,2401,13-Sep-11
174,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1951,2501,2241,16-Aug-11
175,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,2265,2352,2352,9-Aug-11
176,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1900,3011,2736,26-Jul-11
177,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1701,2600,2600,19-Jul-11
178,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1700,2701,2300,12-Jul-11
179,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1600,1600,1600,6-Jul-11
180,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1651,2450,2100,5-Jul-11
181,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,2200,2601,2330,23-Jun-11
182,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1500,2400,1675,14-Jun-11
183,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1500,2400,2300,7-Jun-11
184,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1500,1585,1585,2-Jun-11
185,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1525,2551,2300,31-May-11
186,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1200,2851,2851,24-May-11
187,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1300,2700,2400,17-May-11
188,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1631,1631,1631,10-May-11
189,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1651,3000,2731,3-May-11
190,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,2251,2751,2700,30-Apr-11
191,Sholapur,Akluj,Jowar(Sorghum),Jowar ( White),FAQ,1100,1575,1300,29-Apr-11
192,Sholapur,Akluj,Jowar(Sorghum),Jowar ( White),FAQ,1200,1600,1400,28-Apr-11
193,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,2200,2825,2711,26-Apr-11
194,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1401,2721,2721,22-Apr-11
195,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,2251,2950,2696,19-Apr-11
196,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,2200,2981,2651,13-Apr-11
197,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,2200,3000,3000,8-Apr-11
198,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,2701,2701,2701,5-Apr-11
199,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1731,3000,2351,1-Apr-11
200,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1551,2400,2351,29-Mar-11
201,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,2551,2800,2700,25-Mar-11
202,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1071,1071,1071,4-Mar-11
203,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,2105,2250,2250,22-Feb-11
204,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1185,2000,1201,8-Feb-11
205,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1011,1011,1011,4-Feb-11
206,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1425,1799,1799,25-Jan-11
207,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1451,2100,1685,28-Dec-10
208,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1251,1451,1401,2-Dec-10
209,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1543,1801,1801,24-Nov-10
210,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1101,1551,1312,16-Nov-10
211,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1200,1200,1200,12-Oct-10
212,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1000,1375,1300,5-Oct-10
213,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1225,1551,1311,28-Sep-10
214,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1251,1350,1350,21-Sep-10
215,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1101,1245,1225,14-Sep-10
216,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1050,1251,1151,2-Sep-10
217,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1200,1345,1303,31-Aug-10
218,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1185,1700,1285,20-Aug-10
219,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1475,1475,1475,13-Aug-10
220,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,701,1351,1225,10-Aug-10
221,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1125,1125,1125,23-Jul-10
222,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1050,1550,1101,24-Jun-10
223,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1425,1425,1425,22-Jun-10
224,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1201,1400,1380,19-Jun-10
225,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1051,1351,1061,15-Jun-10
226,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,900,1300,1155,8-Jun-10
227,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1211,1325,1325,1-Jun-10
228,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1051,1151,1151,25-May-10
229,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,912,1051,912,21-May-10
230,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,851,1331,1125,18-May-10
231,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1000,1025,1025,14-May-10
232,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,760,890,816,5-May-10
233,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1051,1270,1270,4-May-10
234,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1000,1451,1250,29-Apr-10
235,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,825,1551,1396,27-Apr-10
236,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1001,1451,1350,24-Apr-10
237,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1050,1571,1120,20-Apr-10
238,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,700,900,900,17-Apr-10
239,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1000,1600,1600,16-Apr-10
240,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1073,1550,1240,13-Apr-10
241,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,900,1300,1100,10-Apr-10
242,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1100,1365,1200,8-Apr-10
243,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,911,1425,1240,1-Apr-10
244,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,800,1257,1025,30-Mar-10
245,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,811,1411,1400,25-Mar-10
246,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1000,1525,1150,23-Mar-10
247,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,711,761,725,16-Mar-10
248,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,760,1101,800,23-Feb-10
249,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,830,1050,900,16-Feb-10
250,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,780,985,880,9-Feb-10
251,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,930,930,930,4-Feb-10
252,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,800,1040,975,2-Feb-10
253,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,875,951,925,29-Jan-10
254,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1000,1000,1000,28-Jan-10
255,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,901,1122,956,19-Jan-10
256,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,1061,1100,1100,8-Jan-10
257,Sholapur,Akluj,Jowar(Sorghum),Other,FAQ,805,917,917,5-Jan-10
